row = 17, column = 17
1,1.38778e-17,2.1684e-19,0,5.55112e-17,1.38778e-17,0,1.04083e-17,-4.33681e-18,-8.67362e-19,5.42101e-19,2.71051e-20,-1.73642e-20,-1.38778e-16,2.77556e-17,-2.77556e-17,1.73472e-18,
8.88178e-16,1,3.72966e-17,1.80411e-16,-7.21645e-16,-2.498e-16,1.11022e-16,3.85109e-16,-9.22873e-16,-2.60209e-17,-1.95156e-18,4.1918e-17,-2.19043e-18,-9.4369e-16,1.38778e-16,-4.05925e-16,1.4138e-16,
4.66294e-15,-3.60822e-16,1,-2.63678e-16,-2.88658e-15,-6.55725e-16,7.03604e-15,-3.98986e-16,-4.21971e-16,-5.9848e-17,-1.25767e-17,6.31277e-17,-9.90012e-18,-1.94289e-16,8.32667e-17,7.04298e-16,-2.82977e-17,
-2.33147e-15,4.85723e-16,9.82829e-17,1,1.9984e-15,3.46945e-16,-2.10942e-15,9.71445e-17,-3.26372e-16,2.35272e-17,4.33681e-18,-3.59887e-17,8.87691e-19,2.39392e-16,-1.66533e-16,3.53884e-16,-9.32414e-18,
4.02456e-16,0,-3.25261e-18,4.16334e-17,1,1.38778e-17,2.35922e-16,2.77556e-17,-2.34188e-17,1.13841e-18,-1.73472e-18,1.70762e-18,1.35525e-20,1.73472e-17,2.77556e-17,-1.38778e-17,8.67362e-19,
-1.91513e-15,5.55112e-17,-9.81203e-18,-2.77556e-17,2.22045e-15,1,1.58207e-15,1.94289e-16,-2.83736e-15,-1.72659e-17,1.47451e-17,1.05032e-17,-3.21873e-18,6.245e-17,-6.10623e-16,-1.9082e-16,5.202e-16,
-8.67362e-18,-4.46691e-17,9.48677e-19,6.93889e-17,2.42861e-17,-1.21431e-17,1,-4.16334e-17,-2.25514e-17,-1.0842e-19,1.0842e-19,2.60209e-18,2.77827e-19,-2.9924e-17,1.38778e-17,-1.38778e-16,2.64545e-17,
2.55004e-16,-1.30104e-16,-1.69661e-16,5.55112e-17,-6.52256e-16,-2.42428e-16,1.9984e-15,1,-6.93889e-17,-1.26106e-17,-5.04154e-18,6.07153e-18,-3.00866e-18,-1.5027e-16,-5.81132e-17,3.05311e-16,1.9082e-17,
8.67362e-19,-2.1684e-19,1.21973e-19,2.1684e-19,1.73472e-18,1.38778e-17,-6.93889e-18,4.16334e-17,1,3.04932e-20,-3.79471e-19,1.6263e-19,3.46945e-18,-1.0842e-18,-3.46945e-18,3.46945e-18,1.11022e-16,
6.39488e-14,4.44089e-16,-4.85723e-16,-3.10862e-15,1.59872e-14,2.22045e-15,-3.55271e-15,-2.22045e-16,1.22125e-15,1,-2.77556e-17,6.93889e-18,4.33681e-19,2.22045e-15,-2.88658e-15,3.10862e-15,-5.55112e-16,
5.15143e-14,1.06581e-14,-2.08947e-15,4.44089e-15,-4.9738e-14,2.22045e-15,-6.21725e-15,-1.02141e-14,7.88258e-14,1.11022e-15,1,-3.22659e-16,3.19189e-16,3.55271e-14,6.21725e-15,1.11022e-14,2.30371e-15,
1.57652e-14,8.21565e-15,-2.498e-16,-8.66321e-15,-1.06581e-14,2.88658e-15,-9.23706e-14,8.82627e-15,3.60822e-15,-1.22949e-16,1.94289e-16,1,-6.33174e-17,7.77156e-15,3.9968e-15,3.86358e-14,-9.2322e-15,
-2.53131e-14,5.9952e-15,2.16537e-15,4.44089e-16,8.88178e-15,4.44089e-15,-2.4869e-14,-1.15463e-14,-7.10543e-14,5.22802e-16,1.11022e-16,-2.77556e-16,1,5.71765e-15,4.44089e-16,-7.99361e-15,-5.50671e-14,
-8.88178e-16,0,1.12757e-17,1.11022e-16,2.77556e-16,-7.71952e-17,-5.11743e-17,-6.46184e-17,-1.47451e-17,-3.46945e-18,3.90313e-18,-1.19262e-18,7.45389e-20,1,1.66533e-16,-6.93889e-18,1.73472e-18,
1.66533e-16,-5.55112e-17,3.68629e-18,0,-8.88178e-16,1.11022e-16,2.77556e-17,-5.55112e-17,2.77556e-17,-6.28837e-18,3.46945e-18,1.51788e-18,-1.84653e-19,-3.05311e-16,1,-9.71445e-17,8.67362e-18,
-2.08167e-17,1.73472e-17,3.74389e-19,0,-1.38778e-16,-3.46945e-18,8.88178e-16,0,-3.33934e-17,4.67562e-19,4.47233e-19,3.46945e-18,-2.43945e-19,-6.93889e-18,-1.04083e-17,1,8.67362e-18,
6.93889e-18,1.73472e-18,6.64074e-19,6.93889e-18,4.16334e-17,8.32667e-17,-6.93889e-18,0,-4.44089e-16,7.11508e-20,0,2.1684e-19,3.46945e-18,0,7.80626e-18,-3.46945e-18,1,
row = 17, column = 17
-5.00739e-17,-1.82971e-18,-1.46128e-19,-2.05367e-18,7.6588e-18,8.8131e-19,-4.6946e-17,-2.79896e-18,-3.0824e-19,-2.67437e-19,-1.30363e-19,-3.54276e-20,1.65685e-21,-4.00837e-18,3.70167e-18,-1.54323e-18,-5.00516e-21,
3.87207e-17,5.95231e-18,1.92057e-20,-5.9853e-19,4.553e-17,-1.01925e-18,-3.44983e-17,-3.29267e-18,7.38749e-20,3.24629e-19,-1.63063e-19,-8.14312e-20,-3.68333e-22,3.09467e-18,-9.71554e-18,5.56798e-18,1.66856e-19,
8.41541e-17,-3.6239e-19,-4.86933e-20,3.98639e-18,-1.92681e-17,-3.35691e-18,-1.7416e-17,-6.26755e-18,6.88424e-19,2.12581e-19,-4.08894e-19,-3.55181e-20,2.84556e-22,8.94557e-18,-1.23701e-17,3.60023e-18,4.75949e-19,
4.35653e-17,-1.09578e-17,8.1523e-20,-5.59579e-18,-1.10733e-17,-7.09799e-18,4.50766e-17,-6.95883e-18,6.34239e-18,-6.03678e-19,-3.41217e-19,6.08616e-21,1.00944e-20,2.70802e-18,-1.86359e-17,1.02699e-17,1.79585e-18,
8.90264e-17,1.00287e-18,2.97701e-20,1.87732e-18,7.60509e-17,-3.26903e-18,-4.25318e-17,-7.37554e-18,5.41539e-19,-5.30068e-20,1.4312e-19,-2.27244e-19,4.58607e-21,3.35889e-18,-7.6954e-18,-4.98145e-18,-1.88242e-19,
5.96215e-17,-6.92868e-18,5.21424e-20,1.15964e-18,3.75827e-17,-3.09062e-18,4.13957e-18,-5.7539e-18,1.29166e-17,-3.41407e-19,-1.35891e-19,-8.51301e-20,1.53143e-20,4.0441e-18,-8.86166e-18,1.14954e-17,2.4621e-18,
7.98352e-19,-1.70819e-18,-3.1641e-20,5.24334e-18,-2.66842e-17,-6.69695e-19,-1.01147e-17,-4.6469e-18,-1.04454e-18,8.39952e-21,-4.61586e-20,7.73004e-20,-3.58225e-21,-1.46985e-19,-1.4334e-17,-1.62376e-18,1.06706e-18,
-2.6206e-17,-4.4358e-18,2.69248e-21,2.84009e-18,-3.29743e-17,-1.14627e-19,-6.05601e-17,-2.80666e-18,7.11526e-18,-4.58765e-20,-5.01897e-20,1.52116e-19,2.16859e-21,-2.45578e-19,-1.36649e-17,9.88197e-18,1.81164e-18,
-1.4563e-18,2.24787e-19,-5.10211e-20,8.17661e-19,6.04237e-18,9.71708e-19,-2.15182e-18,-4.05524e-18,2.29956e-17,-6.09727e-21,-3.7549e-21,5.44833e-21,-1.38794e-19,9.60522e-20,-4.7573e-19,-4.96068e-18,-1.76398e-17,
-2.18843e-14,-9.06146e-16,4.8669e-19,-3.85142e-16,1.33558e-14,1.33509e-15,1.36159e-16,1.02217e-15,-2.23946e-16,-1.25177e-16,7.36919e-17,-3.70713e-18,-3.74678e-19,-1.68262e-15,3.45077e-15,-7.72503e-16,-9.35483e-17,
1.34841e-14,1.38224e-15,1.74378e-17,3.01175e-16,5.51552e-15,7.25614e-16,-5.7959e-15,-7.20872e-17,-1.89902e-16,6.50415e-17,4.99666e-17,-3.34148e-17,2.77966e-19,1.62183e-15,1.47128e-15,-6.95861e-16,-1.02124e-16,
-1.06769e-15,-8.97328e-16,7.23541e-18,2.21826e-17,-1.18193e-14,-1.68256e-16,-9.60136e-15,-3.46652e-17,6.14356e-16,-1.5866e-17,-2.44705e-17,-2.39504e-17,-2.18442e-18,-1.99305e-16,-4.6525e-16,-1.26359e-15,1.65585e-17,
-6.13549e-16,1.47233e-16,-3.31217e-18,-3.14175e-16,2.83588e-16,1.50992e-16,1.15072e-15,1.58214e-16,1.32638e-15,1.849e-18,2.14622e-18,2.56678e-19,-5.3869e-18,-4.98094e-17,5.40938e-16,-1.74479e-16,-5.722e-16,
-5.17116e-17,6.1338e-18,-2.40638e-20,1.6237e-18,-8.82405e-17,-6.79765e-18,3.16046e-18,7.86624e-18,-2.67264e-19,4.28386e-19,-3.07887e-19,2.47806e-20,-1.36967e-21,-2.32255e-17,1.35123e-18,-1.39058e-17,3.33346e-19,
-1.12836e-16,6.45499e-18,-4.44347e-20,4.24001e-18,-6.30446e-17,2.2605e-18,1.09013e-17,1.92797e-17,1.12647e-18,-4.25383e-20,-5.81464e-19,3.58069e-19,-2.64714e-21,2.5838e-17,2.21856e-17,-5.15997e-18,2.60987e-18,
5.16216e-17,1.05897e-17,4.32952e-20,-1.71503e-17,1.81567e-16,-1.45882e-18,1.81629e-16,9.9028e-18,7.18902e-18,2.45757e-20,8.16054e-20,-3.21334e-19,1.53985e-20,4.16094e-18,2.74962e-17,-1.73299e-17,2.29372e-18,
-1.57171e-18,-3.31643e-19,5.12128e-20,-1.49143e-22,-1.85177e-17,4.9692e-19,3.69549e-18,2.69587e-18,-4.6955e-17,-6.76916e-21,3.07546e-20,5.2281e-20,2.54361e-19,-2.18638e-19,-2.36035e-18,2.83177e-18,4.18533e-18,
row = 4, column = 17
-138.946,-13.1716,-0.79212,-13.2083,1.23906,0.610499,-0.830597,0.555888,-0.0565997,-1.11668,-0.11018,-0.00370874,0.000327237,-31.6226,0.0847911,0.0590375,-0.0525101,
2.05784,-11.0101,-1.61438,-9.95437,-113.083,-11.7343,5.68335,-10.6663,-1.71461,-0.11018,-1.07367,-0.0671615,-0.0175315,-0.0825678,-31.6092,0.849598,-0.362064,
-0.995444,0.211738,0.109405,-10.7711,-1.61867,0.114971,-124.537,-10.8761,-3.84159,-0.00556312,-0.100742,-0.87263,-0.01601,-0.059252,-0.835369,-31.5896,-1.18263,
0.26468,0.276576,-0.314387,0.776613,1.40538,-7.48437,4.95361,-6.98409,-105.431,0.000981711,-0.0525946,-0.0320201,-0.532937,0.0557137,0.393311,1.17246,-31.5985,
row = 4, column = 17
-138.946,-13.1716,-0.79212,-13.2083,1.23906,0.610499,-0.830597,0.555888,-0.0565997,-1.11668,-0.11018,-0.00370874,0.000327237,-31.6226,0.0847911,0.0590375,-0.0525101,
2.05784,-11.0101,-1.61438,-9.95437,-113.083,-11.7343,5.68335,-10.6663,-1.71461,-0.11018,-1.07367,-0.0671615,-0.0175315,-0.0825678,-31.6092,0.849598,-0.362064,
-0.995444,0.211738,0.109405,-10.7711,-1.61867,0.114971,-124.537,-10.8761,-3.84159,-0.00556312,-0.100742,-0.87263,-0.01601,-0.059252,-0.835369,-31.5896,-1.18263,
0.26468,0.276576,-0.314387,0.776613,1.40538,-7.48437,4.95361,-6.98409,-105.431,0.000981711,-0.0525946,-0.0320201,-0.532937,0.0557137,0.393311,1.17246,-31.5985,
